study,sia_sample_id,sample_year,sample_date,sample_hitch,stream_name,site_id,compartment,resource,taxon_code,length_mm,weight_g,sex,d13C,d15N,CN
Maitland,2015_F088,2016,8/28/16,H3,Laramie,LR04,fish,fish,BNT,290,NA,unk,-27.432616,10.5237475,3.731280757
Maitland,2015_F001,2015,10/9/15,H3,Laramie,LR07,fish,fish,CRP,83,NA,unk,-26.5105558,9.818345,3.43233569
Maitland,2015_F002,2015,10/9/15,H3,Laramie,LR07,fish,fish,SMB,68,NA,unk,-25.1762286,9.103261,3.457483609
Maitland,FH3003,2017,8/30/16,H3,Laramie,LR07,fish,fish,CRP,48,NA,NA,-25.1651428,9.115249,3.474046311
Maitland,2015_F003,2015,10/9/15,H3,Laramie,LR07,fish,fish,CKC,66,NA,unk,-25.048238,11.030132,3.45511557
Maitland,2015_F004,2015,10/9/15,H3,Laramie,LR07,fish,fish,CRP,105,NA,unk,-26.1487556,9.027137,3.319019995
Maitland,2015_F005,2015,10/9/15,H3,Laramie,LR07,fish,fish,CKC,133,NA,unk,-24.8953148,11.365796,3.356923836
Maitland,2015_F006,2015,10/9/15,H3,Laramie,LR07,fish,fish,CKC,145,NA,unk,-24.297427,11.765396,3.36558538
Maitland,2015_F007,2016,10/8/15,H3,Laramie,LR02,fish,fish,WHS,179,NA,unk,-26.9872452,7.880284,3.36163297
Maitland,2015_F008,2015,10/9/15,H3,Laramie,LR07,fish,fish,RSH,81,NA,unk,-25.4926778,11.116046,3.609090068
Maitland,2015_F009,2015,10/9/15,H3,Laramie,LR07,fish,fish,CKC,144,NA,unk,-25.0825032,11.011151,3.463930681
Maitland,2015_F010,2015,10/9/15,H3,Laramie,LR07,fish,fish,CRP,111,NA,unk,-27.5999876,9.840323,3.394480672
Maitland,2015_F011,2015,10/9/15,H3,Laramie,LR07,fish,fish,WHS,176,NA,unk,-26.7483966,9.512651,3.297558502
Maitland,2015_F012,2015,10/9/15,H3,Laramie,LR07,fish,fish,WHS,251,NA,unk,-27.3651702,9.290873,3.363925886
Maitland,2015_F013,2015,10/9/15,H3,Laramie,LR07,fish,fish,CKC,179,NA,unk,-24.297427,12.154008,3.291549076
Maitland,2015_F016,2015,10/9/15,H3,Laramie,LR07,fish,fish,STR,93,NA,unk,-27.3561,9.296867,3.573030132
Maitland,2015_F017,2015,10/9/15,H3,Laramie,LR07,fish,fish,STR,150,NA,unk,-26.2747306,9.176987,3.273984751
Maitland,2015_F018,2017,10/9/17,H3,Laramie,LR07,fish,fish,STR,97,NA,unk,-28.8915042,10.344818,3.493561975
Maitland,2015_F019,2017,10/9/17,H3,Laramie,LR07,fish,fish,STR,143,NA,unk,-28.6788584,9.540623,3.329982554
Maitland,2015_F020,2017,10/9/17,H3,Laramie,LR07,fish,fish,STR,119,NA,unk,-28.3389674,9.328835,3.451806812
Maitland,FH3004,2017,8/30/16,H3,Laramie,LR07,fish,fish,CRP,58,NA,NA,-27.3248582,9.284879,3.447804281
Maitland,2015_F023,2015,10/9/15,H3,Laramie,LR07,fish,fish,WHS,200,NA,unk,-27.426646,8.717447,3.377405405
Maitland,2015_F024,2015,10/9/15,H3,Laramie,LR07,fish,fish,WHS,205,NA,unk,-27.139423,8.976188,3.325871797
Maitland,2015_F025,2015,10/9/15,H3,Laramie,LR07,fish,fish,SMB,55,NA,unk,-24.493948,11.983178,3.323091705
Maitland,2015_F026,2015,10/9/15,H3,Laramie,LR07,fish,fish,CRP,114,NA,unk,-27.048721,9.916247,3.409079251
Maitland,2015_F027,2015,10/9/15,H3,Laramie,LR07,fish,fish,CKC,172,NA,unk,-24.3740198,12.99217,3.370360009
Maitland,2015_F028,2015,10/9/15,H3,Laramie,LR07,fish,fish,WHS,185,NA,unk,-26.8612702,8.970194,3.340938734
Maitland,2015_F029,2015,10/9/15,H3,Laramie,LR07,fish,fish,CRP,104,NA,unk,-27.315788,9.804359,3.540009806
Maitland,FH3002,2017,8/30/16,H3,Laramie,LR07,fish,fish,CRP,43,NA,NA,-27.2936164,9.708455,3.529365384
Maitland,2015_F030,2016,NA,H3,Laramie,LR05,fish,fish,CKC,NA,NA,NA,-27.2918632,8.885279,3.579076993
Maitland,2015_F031,2015,10/9/15,H3,Laramie,LR07,fish,fish,STC,183,NA,unk,-24.6774988,11.219942,3.399330034
Maitland,2015_F032,2015,10/9/15,H3,Laramie,LR07,fish,fish,RSH,78,NA,unk,-25.3868588,11.536625,3.511809753
Maitland,2015_F033,2015,10/9/15,H3,Laramie,LR07,fish,fish,CKC,124,NA,unk,-24.423402,11.302859,3.471195552
Maitland,2015_F034,2015,10/9/15,H3,Laramie,LR07,fish,fish,CRP,99,NA,unk,-25.5208962,9.649514,3.408675667
Maitland,2015_F035,2015,10/9/15,H3,Laramie,LR07,fish,fish,SMB,83,NA,unk,-26.1134826,9.685478,3.488099286
Maitland,2015_F037,2015,10/9/15,H3,Laramie,LR07,fish,fish,CKC,61,NA,unk,-25.1177344,10.790372,3.445713464
Maitland,2015_F038,2015,10/9/15,H3,Laramie,LR07,fish,fish,CKC,122,NA,unk,-25.506787,10.785377,3.540739727
Maitland,2015_F039,2015,10/9/15,H3,Laramie,LR07,fish,fish,SMB,79,NA,unk,-25.5813642,9.004161,3.493057974
Maitland,2015_F040,2015,10/9/15,H3,Laramie,LR07,fish,fish,SMB,87,NA,unk,-25.9078914,10.666496,3.478220853
Maitland,2015_F041,2016,NA,H3,Laramie,LR05,fish,fish,BNT,NA,NA,NA,-26.1548024,11.622539,3.440056673
Maitland,2015_F042,2015,10/9/15,H3,Laramie,LR07,fish,fish,SMB,258,NA,unk,-24.822325,13.487072,3.492709304
Maitland,2015_F043,2015,10/9/15,H3,Laramie,LR07,fish,fish,RSH,64,NA,unk,-25.7758696,11.624537,3.67628575
Maitland,2015_F044,2015,10/9/15,H3,Laramie,LR07,fish,fish,STR,124,NA,unk,-27.1525244,9.424739,3.379340637
Maitland,2015_F045,2015,10/9/15,H3,Laramie,LR07,fish,fish,SMB,180,NA,unk,-25.0792174,12.982179,3.492165175
Maitland,2015_F046,2015,10/9/15,H3,Laramie,LR07,fish,fish,FHM,47,NA,unk,-26.5669926,10.431731,4.101994251
Maitland,2015_F047,2016,10/8/15,H3,Laramie,LR02,fish,fish,BNT,150,NA,unk,-25.7073392,9.685479,3.318732734
Maitland,2015_F048,2016,10/8/15,H3,Laramie,LR02,fish,fish,WHS,80,NA,unk,-25.4977168,7.350815,3.391621265
Maitland,2015_F049,2016,10/8/15,H3,Laramie,LR02,fish,fish,LND,55,NA,unk,-26.0630926,8.443721,3.759768509
Maitland,FH3005,2017,8/30/16,H3,Laramie,LR07,fish,fish,CRP,63,NA,NA,-26.0641004,8.423741,3.760663223
Maitland,2015_F050,2016,10/8/15,H3,Laramie,LR02,fish,fish,CKC,96,NA,unk,-27.8005398,9.035129,3.648128155
Maitland,2015_F051,2016,10/8/15,H3,Laramie,LR02,fish,fish,LND,74,NA,unk,-25.9935544,8.223941,3.716177891
Maitland,2015_F052,2017,10/8/15,H3,Laramie,LR02,fish,fish,BNT,130,NA,unk,-25.1433922,10.259005,3.603666329
Maitland,2015_F053,2016,10/8/15,H3,Laramie,LR02,fish,fish,LNS,80,NA,unk,-26.19713,6.736029,3.569995841
Maitland,2015_F054,2017,10/8/15,H3,Laramie,LR02,fish,fish,BNT,201,NA,unk,-25.5569146,11.250613,3.583636907
Maitland,2015_F055,2016,10/8/15,H3,Laramie,LR02,fish,fish,LNS,74,NA,unk,-26.5236572,6.645519,3.625536109
Maitland,2015_F056,2016,10/8/15,H3,Laramie,LR02,fish,fish,LNS,270,NA,unk,-26.5579224,7.244921,3.589746832
Maitland,2015_F057,2016,10/8/15,H3,Laramie,LR02,fish,fish,BNT,88,NA,unk,-25.9280474,7.552613,3.525549174
Maitland,2015_F058,2017,10/8/15,H3,Laramie,LR02,fish,fish,LNS,89,NA,unk,-27.2492732,6.696468,3.626571033
Maitland,2015_F059,2016,10/8/15,H3,Laramie,LR02,fish,fish,BNT,201,NA,unk,-25.8444,8.436728,3.304386577
Maitland,2015_F060,2016,10/8/15,H3,Laramie,LR02,fish,fish,LND,52,NA,unk,-27.4175758,8.403761,4.677194738
Maitland,2015_F061,2016,10/8/15,H3,Laramie,LR02,fish,fish,BNT,93,NA,unk,-25.3334454,10.470695,3.708443144
Maitland,2015_F062,2016,10/8/15,H3,Laramie,LR02,fish,fish,CKC,281,NA,unk,-25.7756505,10.171802,3.487251566
Maitland,2015_F063,2016,10/8/15,H3,Laramie,LR02,fish,fish,CKC,80,NA,unk,-26.2617475,8.837568,3.429174883
Maitland,2015_F064,2016,10/8/15,H3,Laramie,LR02,fish,fish,CKC,63,NA,unk,-25.498313,8.562376,3.602917666
Maitland,2015_F069,2016,10/8/15,H3,Laramie,LR06,fish,fish,LNS,199,NA,unk,-30.7475555,9.286882,3.646262045
Maitland,2015_F036,2015,10/9/15,H3,Laramie,LR07,fish,fish,STR,120,NA,unk,-26.409997,9.84127,3.408535474
Maitland,2016_F002,2016,9/2/16,H3,Laramie,LR08,fish,fish,RDH,210,117.66,unk,-27.990815,12.488673,3.555621152
Maitland,2016_F003,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-29.7214915,11.05467,5.455312233
Maitland,2016_F005,2017,9/2/16,H3,Laramie,LR08,fish,fish,LNS,125,24.5,unk,-27.298949,12.72784,3.495017605
Maitland,2016_F006,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-29.0802005,11.233795,6.024165432
Maitland,2016_F007,2016,9/2/16,H3,Laramie,LR08,fish,fish,RDH,186,76.4,unk,-27.733894,12.474663,3.373604397
Maitland,2016_F009,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-31.0404875,11.19777,6.439762285
Maitland,2016_F011,2016,9/2/16,H3,Laramie,LR08,fish,fish,RDH,282,272.55,unk,-27.398076,12.306545,3.378995115
Maitland,2016_F012,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-30.274782,11.195768,7.784022327
Maitland,2016_F013,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-29.762963,10.593347,5.821341784
Maitland,2016_F015,2016,9/2/16,H3,Laramie,LR08,fish,fish,RDH,122,23.8,unk,-27.750078,12.426629,3.520402966
Maitland,2016_F016,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-29.8671475,11.330863,6.277171828
Maitland,2016_F017,2016,9/2/16,H3,Laramie,LR08,fish,fish,RDH,241,173.51,unk,-27.53564,12.418624,3.313505609
Maitland,2016_F019,2016,9/2/16,H3,Laramie,LR08,fish,fish,RDH,71,3.36,unk,-27.618583,12.553018,3.545148863
Maitland,2016_F020,2016,9/2/16,H3,Laramie,LR08,fish,fish,RDH,65,2.95,unk,-28.278081,11.703123,3.503933321
Maitland,2016_F021,2016,9/2/16,H3,Laramie,LR08,fish,fish,RDH,79,5.57,unk,-27.8947225,12.258512,3.841082801
Maitland,2016_F022,2016,9/2/16,H3,Laramie,LR08,fish,fish,CRP,52,2,unk,-27.675227,10.622367,3.54492353
Maitland,2016_F023,2016,9/2/16,H3,Laramie,LR08,fish,fish,WHS,225,144.48,unk,-27.5447435,12.161444,3.355619003
Maitland,2016_F023a,2016,9/2/16,H3,Laramie,LR08,fish,fish,WHS,213,NA,unk,-27.466858,12.261514,3.336741846
Maitland,2016_F025,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-29.0619935,11.028651,4.774770656
Maitland,2016_F027,2016,9/2/16,H3,Laramie,LR08,fish,fish,WHS,252,185.68,unk,-27.545755,12.148435,3.230108769
Maitland,2016_F027a,2016,9/2/16,H3,Laramie,LR08,fish,fish,WHS,234,NA,unk,-27.4476395,12.14243,3.229063322
Maitland,2016_F028,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-28.650313,11.081688,4.55521322
Maitland,2016_F029,2016,9/2/16,H3,Laramie,LR08,fish,fish,WHS,236,NA,unk,-27.6620775,12.010338,3.935012018
Maitland,2016_F030,2016,9/2/16,H3,Laramie,LR08,fish,fish,CKC,44,NA,unk,-26.4159095,12.318554,3.518094805
Maitland,2016_F031,2016,9/2/16,H3,Laramie,LR08,fish,fish,LNS,146,28,unk,-27.998907,11.887252,3.460140557
Maitland,2016_F034,2016,9/2/16,H3,Laramie,LR08,fish,fish,SMB,346,NA,unk,-29.000292,13.422326,3.613854703
Maitland,2016_F035,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-26.494651,12.434635,3.1349573
Maitland,2016_F036,2016,9/2/16,H3,Laramie,LR08,fish,fish,RSH,54,1,unk,-28.14254,11.646083,3.747885865
Maitland,2016_F037,2016,9/2/16,H3,Laramie,LR08,fish,fish,RSH,56,1,unk,-29.7963425,11.796188,4.390478328
Maitland,2016_F044,2016,9/2/16,H3,Laramie,LR08,fish,fish,RSH,51,1.24,unk,-27.406168,11.904264,4.213854751
Maitland,2016_F045,2016,9/2/16,H3,Laramie,LR08,fish,fish,RSH,41,0.98,unk,-26.7213825,11.533004,3.691107166
Maitland,2016_F0455,2016,NA,H3,Laramie,LR05,fish,fish,BNT,NA,NA,NA,-26.5170595,11.676104,3.59385963
Maitland,2016_F046,2016,9/2/16,H3,Laramie,LR08,fish,fish,CKC,57,1.87,unk,-27.280742,12.845923,3.890186204
Maitland,2016_F0462,2016,NA,H3,Laramie,LR05,fish,fish,BNT,NA,NA,NA,-26.551824,12.704824,4.063811324
Maitland,2016_F047,2016,9/2/16,H3,Laramie,LR08,fish,fish,CKC,51,1.37,unk,-27.19173,12.434635,4.017658257
Maitland,2016_F053,2016,9/2/16,H3,Laramie,LR08,fish,fish,SDS,61,1.88,unk,-28.0262175,11.552017,4.057708251
Maitland,2016_F0531,2016,NA,H3,Laramie,LR05,fish,fish,WHS,NA,NA,NA,-28.0059875,11.508987,4.073852938
Maitland,2016_F054,2016,9/2/16,H3,Laramie,LR08,fish,fish,SDS,56,2.03,unk,-29.0235565,11.854229,4.248325349
Maitland,2016_F055,2016,9/2/16,H3,Laramie,LR08,fish,fish,SDS,60,1.83,unk,-27.260512,12.001332,3.971792491
Maitland,2016_F0551,2016,NA,H3,Laramie,LR05,fish,fish,CKC,NA,NA,NA,-27.2291555,11.958302,3.971992495
Maitland,2016_F056,2016,9/2/16,H3,Laramie,LR08,fish,fish,GZD,112,16,unk,-29.369871,11.359341,3.604291556
Maitland,2016_F058,2016,9/2/16,H3,Laramie,LR08,fish,fish,GZD,115,16,unk,-28.6756575,11.553186,3.799753067
Maitland,2016_F061,2016,8/28/16,H3,Laramie,LR04,fish,fish,LND,45,NA,unk,-27.340787,8.30079,3.682153068
Maitland,2016_F0611,2016,NA,H3,Laramie,LR05,fish,fish,CKC,NA,NA,NA,-27.3276505,8.313779,3.66551709
Maitland,FH3006,2017,8/30/16,H3,Laramie,LR07,fish,fish,CRP,38,NA,NA,-26.9921645,9.69967,3.431178573
Maitland,2016_F067,2016,8/28/16,H3,Laramie,LR04,fish,fish,BNT,309,300,unk,-25.055036,9.834562,3.19828299
Maitland,2016_F0671,2016,NA,H3,Laramie,LR05,fish,fish,BNT,NA,NA,NA,-25.0439205,13.385441,3.204935024
Maitland,2016_F069,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-26.1756805,9.544794,4.135785236
Maitland,2016_F0699,2016,NA,H3,Laramie,LR05,fish,fish,CKC,NA,NA,NA,-26.051389,12.241037,4.081420257
Maitland,2016_F070,2016,8/28/16,H3,Laramie,LR04,fish,fish,BNT,137,21,unk,-27.1942645,9.535801,3.215692601
Maitland,2016_F072,2016,8/28/16,H3,Laramie,LR04,fish,fish,BNT,118,16,unk,-26.4040535,9.069174,3.358653063
Maitland,2016_F074,2017,8/28/16,H3,Laramie,LR04,fish,fish,BNT,60,2,YOY,-26.163525,7.752431,3.264514
Maitland,2016_F075,2016,8/28/16,H3,Laramie,LR04,fish,fish,BNT,103,10,unk,-26.8931355,8.888319,3.309888917
Maitland,2016_F0759,2016,NA,H3,Laramie,LR05,fish,fish,CKC,NA,NA,NA,-26.9638705,8.87433,3.301532942
Maitland,2016_F077,2016,8/28/16,H3,Laramie,LR04,fish,fish,BNT,110,11,unk,-26.714277,8.743435,3.236482951
Maitland,2016_F079,2017,8/28/16,H3,Laramie,LR04,fish,fish,BNT,69,2,YOY,-25.9250765,8.003028,3.694596512
Maitland,2016_F0792,2016,NA,H3,Laramie,LR05,fish,fish,CKC,NA,NA,NA,-25.940234,12.909103,3.726403607
Maitland,2016_F080,2016,8/28/16,H3,Laramie,LR04,fish,fish,BNT,117,17,unk,-25.6865985,8.831365,3.280026928
Maitland,2016_F082,2016,8/28/16,H3,Laramie,LR04,fish,fish,BNT,57,1,YOY,-26.225195,8.857344,3.473908856
Maitland,2016_F083,2017,8/28/16,H3,Laramie,LR04,fish,fish,BNT,155,31,unk,-26.8486735,8.648511,3.201821547
Maitland,2016_F085,2016,8/28/16,H3,Laramie,LR04,fish,fish,BNT,79,1,YOY,-25.9392235,7.543396,3.692661749
Maitland,2016_F086,2016,8/28/16,H3,Laramie,LR04,fish,fish,BNT,55,1,YOY,-26.008948,8.193875,3.604922094
Maitland,2016_F087,2016,8/28/16,H3,Laramie,LR04,fish,fish,BNT,52,1,YOY,-25.418816,7.517417,3.513462464
Maitland,2016_F088,2017,8/28/16,H3,Laramie,LR04,fish,fish,BNT,47,1,YOY,-25.3753645,7.704267,3.586720678
Maitland,2016_F089,2016,8/28/16,H3,Laramie,LR04,fish,fish,WHS,185,72.42,unk,-27.922835,8.379726,3.284935917
Maitland,2016_F091,2016,NA,H3,Laramie,LR05,fish,fish,CKC,NA,NA,NA,-27.298346,8.834963,3.382882032
Maitland,2016_F0918,2016,NA,H3,Laramie,LR05,fish,fish,CRP,NA,NA,NA,-27.300367,11.794995,4.389793688
Maitland,2016_F092,2016,8/28/16,H3,Laramie,LR04,fish,fish,WHS,154,42,unk,-28.3603815,8.455666,3.316742561
Maitland,2016_F094,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-27.098267,7.055786,4.353779984
Maitland,2016_F095,2016,8/28/16,H3,Laramie,LR04,fish,fish,WHS,143,30,unk,-26.0180425,8.021014,3.298271674
Maitland,2016_F097,2016,8/28/16,H3,Laramie,LR04,fish,fish,WHS,133,20,unk,-25.762386,8.139918,3.284997867
Maitland,2016_F099,2016,8/28/16,H3,Laramie,LR04,fish,fish,WHS,119,14,unk,-25.8280685,8.492636,3.31532031
Maitland,2016_F101,2016,8/28/16,H3,Laramie,LR04,fish,fish,WHS,110,15.35,unk,-26.122124,8.394714,3.340191937
Maitland,2016_F103,2017,8/28/16,H3,Laramie,LR04,fish,fish,WHS,93,9.89,unk,-25.8139215,8.315778,3.31504649
Maitland,2016_F105,2017,8/28/16,H3,Laramie,LR04,fish,fish,WHS,81,4.46,unk,-24.974196,7.959463,3.368176161
Maitland,2016_F107,2016,8/28/16,H3,Laramie,LR04,fish,fish,CKC,143,33,unk,-26.1110085,9.38692,3.279082435
Maitland,2016_F109,2016,8/26/16,H3,Laramie,LR04,fish,fish,JDT,55,1.25,unk,-27.5135825,9.68668,3.296845987
Maitland,2016_F111,2016,8/28/16,H3,Laramie,LR04,fish,fish,CKC,110,14,unk,-25.7795645,9.116137,3.291365791
Maitland,2016_F113,2016,8/28/16,H3,Laramie,LR04,fish,fish,CKC,82,4,unk,-26.455589,8.473651,4.108095988
Maitland,2016_F115,2016,8/28/16,H3,Laramie,LR04,fish,fish,CKC,106,13,unk,-25.877583,9.270014,3.346913391
Maitland,2016_F118,2016,8/28/16,H3,Laramie,LR04,fish,fish,CSH,101,NA,unk,-27.2488315,9.057184,3.527357032
Maitland,2016_F120,2016,8/24/16,H3,MedBow,MB02,fish,fish,BNT,395,NA,unk,-24.6373689,10.250087,3.220756309
Maitland,2016_F122,2017,NA,H3,Sweetwater,SW03,fish,fish,BNT,NA,NA,NA,-24.83282,9.990243,3.942849592
Maitland,2016_F123,2016,8/24/16,H3,MedBow,MB02,fish,fish,BNT,365,NA,unk,-24.893582,9.42958,3.331256414
Maitland,2016_F125,2016,NA,H3,MedBow,MB02,fish,fish,LND,NA,NA,NA,-26.199965,8.583088,4.557288751
Maitland,2016_F126,2016,8/24/16,H3,MedBow,MB02,fish,fish,BNT,352,496,unk,-24.8237057,9.821345,3.270333324
Maitland,2016_F128,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-26.301235,9.063799,4.152691353
Maitland,2016_F129,2016,8/24/16,H3,MedBow,MB02,fish,fish,BNT,390,NA,unk,-24.7467405,9.375612,3.238125072
Maitland,2016_F131,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-25.1133379,8.29726,3.627134997
Maitland,2016_F132,2016,8/24/16,H3,MedBow,MB02,fish,fish,LND,169,52.17,unk,-25.4444908,8.131359,3.269281913
Maitland,2016_F134,2016,8/24/16,H3,MedBow,MB02,fish,fish,BKT,257,177.23,unk,-25.4110717,8.982848,3.310284572
Maitland,2016_F136,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-26.5726386,7.822545,4.237692698
Maitland,2016_F137,2016,8/24/16,H3,MedBow,MB02,fish,fish,LND,NA,NA,unk,-25.977171,8.97985,3.288930452
Maitland,2016_F139,2016,8/24/16,H3,MedBow,MB02,fish,fish,BNT,145,32.65,unk,-26.3184509,8.275273,3.292582185
Maitland,2016_F141,2016,8/24/16,H3,MedBow,MB02,fish,fish,BNT,158,43.02,unk,-26.9703559,8.171335,3.262218577
Maitland,2016_F143,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-26.2668032,7.212911,4.095934687
Maitland,2016_F144,2016,8/28/16,H3,Laramie,LR04,fish,fish,WHS,279,253.13,unk,-28.5372766,8.835936,3.317770123
Maitland,2016_F146,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-29.0274234,7.873514,5.468330684
Maitland,2016_F147,2016,8/28/16,H3,Laramie,LR04,fish,fish,WHS,317,NA,unk,-27.5883767,8.393202,3.436562637
Maitland,2016_F150,2016,8/28/16,H3,Laramie,LR04,fish,fish,BNT,196,78.99,unk,-29.7454277,9.123763,3.669231696
Maitland,2016_F152,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-30.0532885,8.73,4.146700766
Maitland,2016_F153,2016,8/28/16,H3,Laramie,LR04,fish,fish,BNT,171,51.98,unk,-28.9048867,8.876912,3.384401161
Maitland,2016_F155,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-28.549429,8.224303,4.204523079
Maitland,2016_F156,2017,8/28/16,H3,Laramie,LR04,fish,fish,BNT,151,40.56,unk,-28.6598133,9.022824,3.255275374
Maitland,2016_F158,2016,8/28/16,H3,Laramie,LR04,fish,fish,BNT,140,31.56,unk,-28.7509563,9.19672,3.297745882
Maitland,2016_F160,2016,8/28/16,H3,Laramie,LR04,fish,fish,BNT,199,82.35,unk,-27.7321801,9.79536,3.443552233
Maitland,2016_F162,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-29.2228745,8.97885,4.350097677
Maitland,2016_F163,2016,8/28/16,H3,Laramie,LR04,fish,fish,BNT,174,54.25,unk,-28.7489309,9.056804,3.392268012
Maitland,2016_F165,2016,8/28/16,H3,Laramie,LR04,fish,fish,BNT,200,80.05,unk,-28.154476,8.733997,3.31091723
Maitland,2016_F167,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-29.1023632,8.731999,3.934047049
Maitland,2016_F170,2016,8/28/16,H3,Laramie,LR04,fish,fish,BNT,78,4.64,YOY,-31.3333413,8.555105,3.963694752
Maitland,2016_F171,2017,8/28/16,H3,Laramie,LR04,fish,fish,BNT,51,1.66,YOY,-30.3803906,8.295261,3.276524559
Maitland,2016_F181,2016,9/2/16,H3,Laramie,LR08,fish,fish,LMB,121,30.33,unk,-27.4303955,15.028219,3.282308623
Maitland,2016_F183,2016,9/2/16,H3,Laramie,LR08,fish,fish,LMB,170,69.12,unk,-27.1610173,13.704014,3.266406847
Maitland,2016_F189,2016,9/2/16,H3,Laramie,LR08,fish,fish,LMB,143,38.17,unk,-26.5483338,13.702015,3.239059946
Maitland,2016_F190,2016,9/2/16,H3,Laramie,LR08,fish,fish,LMB,129,34.06,unk,-27.8142088,15.150145,3.28639468
Maitland,2016_F193,2016,9/2/16,H3,Laramie,LR08,fish,fish,BMS,61,2.03,unk,-27.4547003,12.345829,3.81360318
Maitland,2016_F194,2016,9/2/16,H3,Laramie,LR08,fish,fish,BMS,66,2.68,unk,-27.2055761,12.596678,3.617448993
Maitland,2016_F195,2016,9/2/16,H3,Laramie,LR08,fish,fish,LNS,55,1.52,unk,-28.2182761,11.74519,3.767401176
Maitland,2016_F196,2016,9/2/16,H3,Laramie,LR08,fish,fish,BMS,65,2.4,unk,-28.0299139,12.711609,4.037357803
Maitland,2016_F197,2016,9/2/16,H3,Laramie,LR08,fish,fish,BMS,55,1.63,unk,-28.1767554,11.422983,4.107075249
Maitland,2016_F198,2016,9/2/16,H3,Laramie,LR08,fish,fish,BMS,57,1.62,unk,-27.5833132,11.92708,3.822411138
Maitland,2016_F199,2016,9/2/16,H3,Laramie,LR08,fish,fish,BMS,49,1.07,unk,-28.6851308,12.668635,4.077600739
Maitland,2016_F200,2016,9/2/16,H3,Laramie,LR08,fish,fish,BMS,54,1.62,unk,-28.7165245,11.559301,4.242048595
Maitland,2016_F201,2016,9/2/16,H3,Laramie,LR08,fish,fish,SMB,53,1.37,unk,-27.6258466,10.683827,3.919223031
Maitland,2016_F202,2017,9/2/16,H3,Laramie,LR08,fish,fish,WHS,59,1.87,unk,-29.6482085,9.824343,4.139797877
Maitland,2016_F203,2016,9/2/16,H3,Laramie,LR08,fish,fish,BMS,56,1.61,unk,-27.1459918,11.838134,3.913818717
Maitland,2016_F2003,2016,9/2/16,H3,Laramie,LR08,fish,fish,CRP,77,NA,unk,-31.1477599,11.97805,3.762574169
Maitland,2016_F204,2016,9/2/16,H3,Laramie,LR08,fish,fish,BMS,40,0.45,unk,-26.4603939,11.405394,3.816432712
Maitland,2016_F205,2016,8/28/16,H3,Laramie,LR04,fish,fish,LNS,133,23.92,unk,-25.8870758,7.942098,3.336707078
Maitland,2016_F207,2016,8/28/16,H3,Laramie,LR04,fish,fish,LNS,210,105.82,unk,-26.6785352,7.979135,3.549794549
Maitland,2016_F209,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-27.3001055,6.050208,5.228890671
Maitland,2016_F210,2016,8/28/16,H3,Laramie,LR04,fish,fish,LNS,137,26.64,unk,-27.4120085,7.685842,3.288621586
Maitland,2016_F212,2016,8/28/16,H3,Laramie,LR04,fish,fish,LNS,224,138.16,unk,-26.4231929,7.977133,3.319188067
Maitland,2016_F217,2016,8/28/16,H3,Laramie,LR04,fish,fish,LNS,126,18,unk,-26.2665287,7.960116,3.28484215
Maitland,2016_F219,2016,8/28/16,H3,Laramie,LR04,fish,fish,LNS,215,99,unk,-27.3336764,8.439595,3.291031014
Maitland,2016_F221,2016,8/28/16,H3,Laramie,LR04,fish,fish,LNS,197,78,unk,-26.786369,7.760917,3.355433815
Maitland,2016_F223,2016,8/28/16,H3,Laramie,LR04,fish,fish,LNS,135,18,unk,-26.1841274,7.836993,3.48030662
Maitland,2016_F225,2016,8/28/16,H3,Laramie,LR04,fish,fish,CKC,151,37.03,unk,-28.9399931,10.665819,3.491503534
Maitland,FH2183,2017,4/7/17,H3,Laramie,LR04,fish,fish,CKC,135,22.1,NA,-28.9338893,10.65681,3.489508159
Maitland,2016_F226,2016,8/28/16,H3,Laramie,LR04,fish,fish,CKC,167,50.09,unk,-28.1180147,10.467621,3.446823845
