study,sia_sample_id,sample_year,sample_date,sample_hitch,stream_name,site_id,compartment,resource,taxon_code,length_mm,weight_g,sex,d13C,d15N,CN
Maitland,FH1136,2016,8/26/16,H3,Laramie,LR05,fish,fish,BMN,69,2.94,unk,-30.9332464,10.285586,3.965067178
Maitland,FH1130,2016,8/26/16,H3,Laramie,LR05,fish,fish,BMN,68,3.12,unk,-31.021012,10.659033,4.742466659
Maitland,FH1144,2016,8/26/16,H3,Laramie,LR05,fish,fish,CRP,38,1.39,unk,-28.5454168,10.403727,3.430919744
Maitland,FH1139,2016,8/26/16,H3,Laramie,LR05,fish,fish,BMN,71,3.02,unk,-30.7799088,10.393715,4.343715413
Maitland,FH922,2016,8/30/16,H3,Laramie,LR06,fish,fish,CKC,81,5.43,unk,-27.1300704,11.950581,3.282245735
Maitland,FH891a,2016,8/30/16,H3,Laramie,LR06,fish,fish,FHM,63,2.67,unk,-28.085404,11.967602,3.466964724
Maitland,FH883a,2016,8/30/16,H3,Laramie,LR06,fish,fish,FHM,60,2.62,unk,-28.960828,11.461996,3.272710712
Maitland,FH878a,2016,8/30/16,H3,Laramie,LR06,fish,fish,FHM,57,1.95,unk,-28.960828,11.784382,3.308680673
Maitland,FH80336,2016,9/2/16,H3,Laramie,LR08,fish,fish,WHS,57,3.7,unk,-26.2261856,9.650825,3.346908825
Maitland,FH827,2016,8/30/16,H3,Laramie,LR07,fish,fish,WHS,40,0.49,YOY,-26.4218928,9.251346,3.386017713
Maitland,FH694,2016,8/30/16,H3,Laramie,LR07,fish,fish,SMB,125,30.67,unk,-24.9591328,8.92095,3.355241594
Maitland,FH846a,2016,8/30/16,H3,Laramie,LR08,fish,fish,WHS,39,NA,YOY,-25.9891176,8.864883,3.431782071
Maitland,FH3444,2017,8/30/16,H3,Laramie,LR07,fish,fish,STC,138,28.13,unk,-26.8607208,11.204087,3.467738474
Maitland,FH836,2016,8/30/16,H3,Laramie,LR07,fish,fish,WHS,53,3.01,unk,-26.5863272,8.965003,3.474193919
Maitland,FH655,2016,8/30/16,H3,Laramie,LR07,fish,fish,CKC,97,15,unk,-24.0270016,10.119386,3.253847919
Maitland,FH803,2016,8/30/16,H3,Laramie,LR07,fish,fish,WHS,59,3.91,unk,-26.79414,8.805812,3.426861963
Maitland,FH838,2016,8/30/16,H3,Laramie,LR07,fish,fish,WHS,50,1.19,YOY,-25.40704,8.585548,3.335538186
Maitland,FH643a,2017,8/30/16,H3,Laramie,LR07,fish,fish,CKC,75,10,unk,-25.1760248,10.737127,3.241112983
Maitland,FH647,2016,8/30/16,H3,Laramie,LR07,fish,fish,CKC,74,10,unk,-24.8481648,9.287389,3.225722684
Maitland,FH844a,2016,8/30/16,H3,Laramie,LR07,fish,fish,RDH,128,38.46,unk,-25.8569648,8.888912,3.239491279
Maitland,FH841,2016,8/30/16,H3,Laramie,LR07,fish,fish,RDH,285,310,unk,-26.6720752,9.548702,3.392418981
Maitland,FH781a,2017,8/30/16,H3,Laramie,LR07,fish,fish,RDH,239,179,unk,-26.8052368,9.312419,3.269375314
Maitland,FH798a,2016,8/30/16,H3,Laramie,LR07,fish,fish,RDH,180,69.46,unk,-25.7712168,9.090153,3.24977532
Maitland,FH779,2016,8/30/16,H3,Laramie,LR07,fish,fish,RDH,276,279.13,unk,-25.1931744,9.319428,3.222207389
Maitland,FH9601,2016,8/26/16,H3,Laramie,LR04,fish,fish,BMN,61,2.78,unk,-31.4202176,7.645421,4.423590067
Maitland,FH80335,2016,9/2/16,H3,Laramie,LR08,fish,fish,WHS,59,3.9,unk,-26.7295768,9.340453,3.314568624
Maitland,FH954,2016,8/26/16,H3,Laramie,LR04,fish,fish,BMN,62,2.36,unk,-31.841896,7.559318,4.560621934
Maitland,FH1099,2016,9/1/16,H3,Laramie,LR02,fish,fish,CKC,84,5.36,female,-26.5933888,8.654631,3.292283964
Maitland,FH1017,2016,9/1/16,H3,Laramie,LR02,fish,fish,LND,65,2.97,female,-26.330092,8.183066,3.278300646
Maitland,FH9801,2016,9/1/16,H3,Laramie,LR03,fish,fish,LND,75,3.3,,-26.5207552,8.793798,3.26877476
Maitland,FH9966,2016,9/1/16,H3,Laramie,LR03,fish,fish,CSH,65,4.76,,-25.3420688,8.275176,3.369406104
Maitland,FH9699,2016,9/1/16,H3,Laramie,LR03,fish,fish,LND,88,6.89,,-26.3391712,8.327238,3.244319223
Maitland,FH9799,2016,9/1/16,H3,Laramie,LR03,fish,fish,LND,73,3.67,,-25.88622,7.818629,3.327164795
Maitland,FH941,2016,8/26/16,H3,Laramie,LR04,fish,fish,IOD,49,1.06,unk,-26.2181152,9.77998,3.41567474
Maitland,FH9666,2016,8/26/16,H3,Laramie,LR04,fish,fish,IOD,51,1,unk,-26.2172776,9.118186,3.76980834
Maitland,FH9501,2016,8/26/16,H3,Laramie,LR04,fish,fish,IOD,52,1.16,unk,-28.3840088,9.6298,3.560772923
Maitland,FH932a,2016,8/26/16,H3,Laramie,LR05,fish,fish,LNS,112,13.99,unk,-29.5945688,11.239372,3.490262058
Maitland,FH939a,2016,NA,H3,Laramie,LR04,fish,fish,LNS,NA,NA,NA,-29.5723752,8.442376,3.58100944
Maitland,FH962,2016,8/26/16,H3,Laramie,LR04,fish,fish,LNS,119,17.96,unk,-31.4124264,8.207094,3.666444619
Maitland,FH928,2016,8/26/16,H3,Laramie,LR04,fish,fish,LNS,90,6.39,unk,-31.4638752,7.912742,3.656017383
Maitland,FH961,2016,8/26/16,H3,Laramie,LR04,fish,fish,WHS,97,8.51,unk,-29.205172,7.743539,3.327714278
Maitland,FH955,2016,8/26/16,H3,Laramie,LR04,fish,fish,WHS,70,3.08,unk,-30.6850816,8.442376,3.307640086
Maitland,FH959,2017,8/26/16,H3,Laramie,LR04,fish,fish,WHS,97,9.2,unk,-28.9015232,7.645421,3.361159812
Maitland,FH958,2016,8/26/16,H3,Laramie,LR04,fish,fish,WHS,107,11.75,unk,-29.1012656,8.442376,3.31382273
Maitland,FH952,2016,8/26/16,H3,Laramie,LR04,fish,fish,WHS,77,4.3,unk,-30.4689192,8.461399,3.341942664
Maitland,FSH-0001,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,BNT,248,125.68,NA,-20.0933248,7.164641,3.295234851
Maitland,FSH-0002,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,BNT,264,218.25,NA,-21.0597112,7.160517,3.237693461
Maitland,FSH-0003,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,BNT,255,196.2,NA,-19.000516,7.470556,3.199597831
Maitland,FSH-2211,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,BKT,235,135.21,NA,-18.7903528,7.58891,3.291891262
Maitland,FSH-0004,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,BNT,160,49.05,NA,-19.1146912,6.979086,3.280476067
Maitland,FSH-0005,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,BNT,130,23.99,NA,-21.535436,6.309082,3.362757921
Maitland,FSH-0006,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,BNT,160,49.05,NA,-20.1194472,6.265953,3.368624374
Maitland,FSH-0007,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,BNT,335,480.12,NA,-20.1483304,7.921906,3.227478028
Maitland,FSH-0008,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,RBT,185,87.69,NA,-19.7946904,7.92993,3.466846181
Maitland,FSH-0009,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,RBT,195,88.15,NA,-19.2359392,7.862729,3.260462806
Maitland,FSH-0010,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,RBT,193,81.23,NA,-19.5168304,7.894825,3.249958638
Maitland,FSH-2212,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,BKT,260,210,NA,-19.6047352,8.207761,3.285753287
Maitland,FSH-0011,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,RBT,142,39.8,NA,-20.3598336,6.919918,3.421081391
Maitland,FSH-0012,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,RBT,220,129.52,NA,-20.0826544,6.83666,3.614482315
Maitland,FSH-0014,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,BKT,147,34.64,NA,-19.2801008,6.454517,3.398326277
Maitland,FSH-0015,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,BKT,113,15.92,NA,-20.3454808,5.971071,3.440770635
Maitland,FSH-0016,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,BKT,189,70.2,NA,-18.7418536,6.991122,3.262535171
Maitland,FSH-0017,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,BKT,210,90.84,NA,-20.0301136,6.578889,3.113047081
Maitland,FSH-0018,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,BKT,90,7.78,NA,-19.8613768,5.98411,3.970253144
Maitland,FSH-0019,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,BKT,100,10.64,NA,-20.3407248,6.175683,3.546584536
Maitland,FSH-0020,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,BKT,121,21.48,NA,-18.9479752,5.988825,3.640689759
Maitland,FSH-0021,2016,8/21/16,H3,Sweetwater,SW01,fish,fish,BKT,92,9.08,NA,-19.4036656,6.781504,3.430348151
Maitland,FSH-0025,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,WHS,45,0.93,NA,-23.7776872,5.094449,3.805501676
Maitland,FSH-0026,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,LNS,42,0.73,NA,-23.087584,5.606982,3.696935111
Maitland,FSH-0027,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,LNS,41,0.62,NA,-22.8632752,5.421427,3.730561085
Maitland,FSH-0028,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,WHS,45,0.75,NA,-23.208832,5.363253,3.566468189
Maitland,FHS-0029,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-22.728892,5.341187,3.78206333
Maitland,FHS-0030,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-23.0562616,5.501667,3.521175231
Maitland,FHS-0031,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-23.850436,5.056335,3.550834737
Maitland,FHS-0032,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-21.9902896,5.827642,3.611977486
Maitland,FHS-0033,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-25.0497808,8.355202,3.486899034
Maitland,FHS-0034,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-22.567228,5.827642,3.408560464
Maitland,FHS-0035,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-22.5045832,5.166665,3.797794887
Maitland,FHS-0036,NA,NA,H3,NA,NA,fish,fish,NA,NA,NA,NA,-26.0864512,8.478571,3.724242701
Maitland,FSH-0037,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,CKC,73,4.62,NA,-25.507492,7.572862,3.875788691
Maitland,FSH-0038,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,CKC,45,0.78,NA,-23.4998272,6.367256,3.83672265
Maitland,FSH-0039,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,CKC,45,0.95,NA,-24.2758144,6.210788,4.475957177
Maitland,FSH-0040,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,CKC,40,0.73,NA,-23.6544184,6.39534,3.866988434
Maitland,FSH-0041,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,CKC,80,1.21,NA,-23.8231552,6.999146,3.905981501
Maitland,FSH-0042,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,LND,46,0.95,NA,-24.3091576,6.512691,3.877758426
Maitland,FSH-0043,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,LND,54,1.34,NA,-24.0939424,6.344187,3.970024652
Maitland,FSH-0044,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,CKC,75,0.89,NA,-24.6345064,6.915897,4.76874234
Maitland,FSH-0045,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,CKC,75,2.72,NA,-25.3902856,6.592931,5.066836365
Maitland,FSH-0046,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,CKC,64,1.98,NA,-24.7739416,6.669159,4.721389656
Maitland,FSH-0047,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,CKC,51,1.12,NA,-24.451624,6.319112,4.178796596
Maitland,FSH-0048,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,CKC,80,3.6,NA,-25.5044608,7.487607,4.261408847
Maitland,FSH-0049,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,LND,42,0.77,NA,-25.542856,6.647093,4.729239264
Maitland,FSH-0050,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,LND,59,1.21,NA,-25.0861552,6.679189,3.995637657
Maitland,FSH-0051,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,CKC,77,1.11,NA,-25.734832,6.940972,4.439574311
Maitland,FSH-0052,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,LND,48,0.75,NA,-25.6246984,6.392331,5.609658185
Maitland,FSH-0053,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,LND,57,1.87,NA,-26.5754848,6.202764,5.878428547
Maitland,FSH-0055,2016,8/20/16,H3,Sweetwater,SW03-TNC,fish,fish,BNT,105,10.32,NA,-25.2013408,9.174653,3.451415359
Maitland,FSH-0115,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,JDT,56,1.31,NA,-26.962468,9.244863,3.614154676
Maitland,FSH-0116,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,RBT,171,75.91,NA,-27.6060928,10.375244,4.65346797
Maitland,FSH-0117,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,JDT,90,4.47,NA,-25.0018736,9.694207,3.77417525
Maitland,FSH-0118,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CKC,60,1.03,NA,-28.124428,8.155605,4.119098414
Maitland,FSH-0119,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CKC,47,0.76,NA,-27.3999712,8.071353,4.964492651
Maitland,FSH-0120,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,SDS,46,0.38,NA,-27.4656472,8.281983,4.895903214
Maitland,FSH-0121,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CKC,53,0.54,NA,-27.5727496,8.256908,5.206348861
Maitland,FSH-0122,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CKC,52,0.76,NA,-26.6462128,8.344169,3.957615917
Maitland,FSH-0056,2016,8/21/16,H3,Sweetwater,SW02,fish,fish,WHS,75,4.2,NA,-23.9242136,6.561294,4.301362959
Maitland,FSH-0057,2016,8/21/16,H3,Sweetwater,SW02,fish,fish,WHS,70,3.2,NA,-23.7462424,6.478269,4.02988966
Maitland,FSH-0058,2017,8/21/16,H3,Sweetwater,SW02,fish,fish,WHS,62,2.75,NA,-23.4267032,6.537287,3.854725943
Maitland,FSH-0059,2016,8/21/16,H3,Sweetwater,SW02,fish,fish,LND,87,5.41,NA,-23.3286168,7.28251,3.645508
Maitland,FSH-0060,2016,8/21/16,H3,Sweetwater,SW02,fish,fish,LND,60,1.53,NA,-23.8928664,6.665325,3.955799771
Maitland,FSH-0061,2016,8/21/16,H3,Sweetwater,SW02,fish,fish,LND,46,0.91,NA,-24.5147544,6.9144,4.219564776
Maitland,FSH-0062,2017,8/21/16,H3,Sweetwater,SW02,fish,fish,CKC,78,3.49,NA,-25.786844,8.645919,3.848855889
Maitland,FSH-0063,2016,8/21/16,H3,Sweetwater,SW02,fish,fish,CKC,76,4.31,NA,-24.2892568,7.533586,3.520842164
Maitland,FSH-0064,2017,8/21/16,H3,Sweetwater,SW02,fish,fish,CKC,76,0.92,NA,-26.3106456,8.185781,3.885740771
Maitland,FSH-0065,2016,8/21/16,H3,Sweetwater,SW02,fish,fish,CKC,76,3.67,NA,-25.4966296,8.365835,3.637226634
Maitland,FSH-0066,2016,8/21/16,H3,Sweetwater,SW02,fish,fish,CKC,91,5.49,NA,-25.3348376,8.520882,3.691853779
Maitland,FSH-0067,2016,8/21/16,H3,Sweetwater,SW02,fish,fish,CKC,78,2.69,NA,-24.613852,8.186782,3.598580398
Maitland,FSH-0068,2016,8/21/16,H3,Sweetwater,SW02,fish,fish,CKC,75,3.61,NA,-25.6675224,7.832675,3.988483966
Maitland,FSH-0069,2016,8/21/16,H3,Sweetwater,SW02,fish,fish,WHS,70,2.51,NA,-24.9232792,6.630315,3.320089626
Maitland,FSH-0070,2016,8/21/16,H3,Sweetwater,SW02,fish,fish,LND,210,96.67,NA,-24.24982,7.074448,3.322081481
Maitland,FSH-0071,2016,8/21/16,H3,Sweetwater,SW02,fish,fish,CKC,133,20.31,NA,-23.658268,7.625613,3.415147894
Maitland,FSH-0072,2016,8/21/16,H3,Sweetwater,SW02,fish,fish,WHS,127,21.69,NA,-23.7684888,6.708338,3.44209289
Maitland,FSH-0073,2017,8/21/16,H3,Sweetwater,SW02,fish,fish,WHS,105,10.16,NA,-24.2619544,6.734346,3.514135199
Maitland,FSH-0074,2016,8/21/16,H3,Sweetwater,SW02,fish,fish,WHS,49,0.49,NA,-22.868632,6.765355,3.543627955
Maitland,FSH-0075,2017,8/21/16,H3,Sweetwater,SW02,fish,fish,WHS,63,2.05,NA,-22.9615512,6.663325,3.407668855
Maitland,FSH-0076,2016,8/21/16,H3,Sweetwater,SW02,fish,fish,WHS,133,19.53,NA,-22.7269528,6.84838,3.36798487
Maitland,FSH-0077,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,SDS,42,0.47,NA,-26.843548,8.051741,4.680465889
Maitland,FSH-0078,2016,8/21/16,H3,Sweetwater,SW02,fish,fish,LND,166,37.92,NA,-23.7482648,7.063445,3.398915507
Maitland,FSH-0079,2016,8/21/16,H3,Sweetwater,SW02,fish,fish,WHS,60,1.92,NA,-23.6592792,6.329225,3.421365011
Maitland,FSH-0080,2017,8/22/16,H3,Sweetwater,SW04,fish,fish,CRP,730,NA,female,-28.7354264,8.908998,3.507985622
Maitland,FSH-0081,2017,8/22/16,H3,Sweetwater,SW04,fish,fish,CRP,631,NA,male,-27.8820504,8.617911,3.678761644
Maitland,FSH-0082,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CKC,108,8.52,NA,-26.3652504,9.850281,3.567193472
Maitland,FSH-0083,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,JDT,125,16.84,NA,-26.0032408,9.437157,3.48702475
Maitland,FSH-0084,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CKC,55,0.84,NA,-27.38678,7.524703,5.076759409
Maitland,FSH-0085,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,JDT,76,2.62,NA,-26.6129944,8.876989,3.331214084
Maitland,FSH-0086,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,PKF,64,1.55,NA,-26.5027736,8.026734,3.735259011
Maitland,FSH-0087,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,PKF,61,1.31,NA,-26.8091672,8.024733,3.667213312
Maitland,FSH-0088,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,PKF,59,1.21,NA,-26.1953688,8.002726,3.463905698
Maitland,FSH-0089,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CRP,635,NA,male,-30.2159,8.78096,4.063674002
Maitland,FSH-00899,2017,8/27/17,H3,Sweetwater,SW04,fish,fish,LND,65,3.12,NA,-29.9813016,8.720942,3.870449386
Maitland,FSH-0090,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,SDS,45,0.62,NA,-27.3855512,8.476869,4.394949064
Maitland,FSH-0091,2017,8/22/16,H3,Sweetwater,SW04,fish,fish,CKC,76,0.46,NA,-28.441244,10.487472,3.785731774
Maitland,FSH-0092,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CKC,149,NA,NA,-28.62326,10.241398,3.862162575
Maitland,FSH-0093,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CKC,140,NA,NA,-27.202524,11.399475,3.747139352
Maitland,FSH-0094,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,JDT,61,1.68,NA,-27.9073304,9.688232,4.032080812
Maitland,FSH-0095,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CRP,60,2.37,NA,-27.1236504,8.120762,3.646098287
Maitland,FSH-0096,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CRP,75,4.94,NA,-27.7677848,9.232095,3.48170884
Maitland,FSH-0097,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CRP,78,5.45,NA,-28.3370136,7.828674,3.454497087
Maitland,FSH-0098,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CKC,63,1.4,NA,-28.8396568,8.590903,4.04922365
Maitland,FSH-0099,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CKC,150,0.41,NA,-27.7040792,10.317421,3.650616967
Maitland,FSH-0100,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CRP,47,1.75,NA,-28.8335896,9.560194,4.255419594
Maitland,FSH-0101,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CRP,57,2.34,NA,-28.3320344,8.441858,4.168419988
Maitland,FSH-0102,2017,8/22/16,H3,Sweetwater,SW04,fish,fish,CKC,140,NA,NA,-28.6647192,9.830275,3.816039602
Maitland,FSH-0103,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CRP,59,2.43,NA,-27.9396888,8.763955,3.681120232
Maitland,FSH-0104,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CRP,60,2.52,NA,-26.7505176,8.275808,3.55000471
Maitland,FSH-0105,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CKC,60,2.23,NA,-27.6879,7.704637,4.148030284
Maitland,FSH-0106,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,JDT,50,0.92,NA,-27.86486,8.863985,4.49020918
Maitland,FSH-0107,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,WHS,60,1.13,NA,-28.3593368,6.886392,3.95186421
Maitland,FSH-0108,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,SDS,55,1.25,NA,-26.6190616,8.793964,4.392637267
Maitland,FSH-0109,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,WHS,45,0.8,NA,-28.5635992,7.31352,3.990928327
Maitland,FSH-0110,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CKC,47,0.87,NA,-27.3329688,8.672927,3.922717593
Maitland,FSH-0111,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CKC,101,NA,NA,-27.9568792,9.560194,3.996147679
Maitland,FSH-0112,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CKC,145,1.18,NA,-28.0701336,11.034,4.184883726
Maitland,FSH-0113,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,CKC,160,1.35,NA,-25.7964568,10.601086,3.734973145
Maitland,FSH-0114,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,LND,36,0.23,NA,-27.703068,8.233496,3.692201443
Maitland,FSH-0123,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,LND,70,NA,NA,-28.7071896,8.638917,3.907079474
Maitland,FSH-0124,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,LND,55,1.28,NA,-27.6636312,8.106758,3.837613197
Maitland,FSH-0125,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,WHS,53,0.87,NA,-27.7768856,6.925403,4.311487948
Maitland,FSH-0126,2016,8/22/16,H3,Sweetwater,SW04,fish,fish,WHS,55,1.2,NA,-27.7303704,6.502576,3.960907235
Maitland,FSH-0127,2017,8/25/18,H3,Sweetwater,SW01,fish,fish,RBT,215,115.38,NA,-19.9163512,8.360642,3.226150174
Maitland,FSH-0128,2017,8/25/18,H3,Sweetwater,SW01,fish,fish,BNT,206,95.88,NA,-20.14066,8.603837,3.77753942
Maitland,FSH-0129,2017,8/25/18,H3,Sweetwater,SW01,fish,fish,BNT,203,110.05,NA,-20.3740624,8.590826,4.202804517
Maitland,FSH-0130,2017,8/25/18,H3,Sweetwater,SW01,fish,fish,RBT,182,72.94,NA,-19.877956,7.878257,3.256501501
Maitland,FSH-0131,2017,8/25/18,H3,Sweetwater,SW01,fish,fish,RBT,205,109.89,NA,-19.948684,8.39491,3.438673348
Maitland,FSH-0132,2017,8/25/18,H3,Sweetwater,SW01,fish,fish,BNT,183,87.53,NA,-19.9496944,8.500754,3.340501221
Maitland,FSH-0133,2017,8/25/18,H3,Sweetwater,SW01,fish,fish,RBT,194,79.02,NA,-19.9577776,8.698913,3.372458024
Maitland,FSH-0134,2017,8/25/18,H3,Sweetwater,SW01,fish,fish,RBT,230,138.98,NA,-19.9517152,8.260562,3.420719271
Maitland,FSH-0135,2017,8/25/17,H3,Sweetwater,SW01,fish,fish,RBT,160,50.23,NA,-21.792664,6.216769,3.662640254
Maitland,FSH-01355,2017,8/25/17,H3,Sweetwater,SW01,fish,fish,BNT,166,50.23,NA,-21.45,6.14,3.6
Maitland,FSH-01356,2017,8/25/17,H3,Sweetwater,SW01,fish,fish,RBT,163,50.23,NA,-21.55,6.37,3.5
Maitland,FSH-0136,2017,8/25/17,H3,Sweetwater,SW01,fish,fish,RBT,215,105.24,NA,-20.3720416,8.435342,4.342683033
Maitland,FSH-0137,2017,8/25/17,H3,Sweetwater,SW01,fish,fish,BNT,241,139.09,NA,-19.8143008,7.261764,3.233053999
Maitland,FSH-0138,2017,8/25/17,H3,Sweetwater,SW01,fish,fish,BNT,237,151.46,NA,-20.0163808,7.597032,3.387774724
Maitland,FSH-0139,2017,8/25/17,H3,Sweetwater,SW01,fish,fish,RBT,231,141.56,NA,-19.8890704,6.635263,3.210924724
Maitland,FSH-0140,2017,8/25/17,H3,Sweetwater,SW01,fish,fish,BNT,220,117.05,NA,-20.3902288,7.153678,3.233469227
Maitland,FSH-0141,2016,8/25/17,H3,Sweetwater,SW01,fish,fish,BNT,205,105.24,NA,-20.8836,7.650074,3.458479975
Maitland,FSH-0142,2017,8/25/17,H3,Sweetwater,SW01,fish,fish,RBT,302,286.87,NA,-20.2942408,7.302797,3.293234774
Maitland,FSH-0143,2017,8/25/17,H3,Sweetwater,SW01,fish,fish,BNT,293,252.3,NA,-19.9971832,6.441108,3.227918813
Maitland,FSH-0144,2017,8/25/17,H3,Sweetwater,SW01,fish,fish,BNT,280,228.18,NA,-20.7145672,7.459922,3.24160138
Maitland,FSH-0145,2017,8/25/17,H3,Sweetwater,SW01,fish,fish,BNT,246,152.6,NA,-20.9156368,7.749154,3.218110253
Maitland,FSH-0146,2017,8/25/17,H3,Sweetwater,SW01,fish,fish,BNT,241,136.55,NA,-20.2154296,6.724334,3.218107017
Maitland,FSH-0147,2017,8/25/17,H3,Sweetwater,SW01,fish,fish,BNT,122,19.15,NA,-19.691032,6.578418,3.327178377
Maitland,FSH-0148,2017,8/25/17,H3,Sweetwater,SW01,fish,fish,RBT,175,58.37,NA,-21.7694248,6.833422,3.373539525
Maitland,FSH-0149,2017,8/25/17,H3,Sweetwater,SW01,fish,fish,BNT,149,31.05,NA,-20.34274,6.900676,3.49116241
Maitland,FSH-0150,2017,8/25/17,H3,Sweetwater,SW01,fish,fish,BNT,179,59.72,NA,-21.9816088,6.713326,3.312503212
Maitland,FSH-0152,2017,8/26/17,H3,Sweetwater,SW02,fish,fish,BNT,285,237.87,NA,-24.1660936,8.776975,3.266609569
Maitland,FSH-0153,2017,8/26/17,H3,Sweetwater,SW02,fish,fish,BNT,237,137.5,NA,-24.6733144,8.223533,3.339833042
